"","REF_DATE","GEO","Sex","Work.absence.statistics","VALUE"
"2010",1988,"St. Catharines-Niagara, Ontario","Males","Incidence rate",NA
"2013",1988,"St. Catharines-Niagara, Ontario","Males","Inactivity rate",NA
"2016",1988,"St. Catharines-Niagara, Ontario","Males","Days",NA
"2019",1988,"St. Catharines-Niagara, Ontario","Females","Incidence rate",NA
"2022",1988,"St. Catharines-Niagara, Ontario","Females","Inactivity rate",NA
"2025",1988,"St. Catharines-Niagara, Ontario","Females","Days",NA
"2037",1988,"Kitchener-Cambridge-Waterloo, Ontario","Males","Incidence rate",2
"2040",1988,"Kitchener-Cambridge-Waterloo, Ontario","Males","Inactivity rate",0.5
"2043",1988,"Kitchener-Cambridge-Waterloo, Ontario","Males","Days",1.2
"2046",1988,"Kitchener-Cambridge-Waterloo, Ontario","Females","Incidence rate",3.4
"2049",1988,"Kitchener-Cambridge-Waterloo, Ontario","Females","Inactivity rate",1.7
"2052",1988,"Kitchener-Cambridge-Waterloo, Ontario","Females","Days",4.2
"2064",1988,"London, Ontario","Males","Incidence rate",NA
"2067",1988,"London, Ontario","Males","Inactivity rate",NA
"2070",1988,"London, Ontario","Males","Days",NA
"2073",1988,"London, Ontario","Females","Incidence rate",NA
"2076",1988,"London, Ontario","Females","Inactivity rate",NA
"2079",1988,"London, Ontario","Females","Days",NA
"2091",1988,"Windsor, Ontario","Males","Incidence rate",NA
"2094",1988,"Windsor, Ontario","Males","Inactivity rate",NA
"2097",1988,"Windsor, Ontario","Males","Days",NA
"2100",1988,"Windsor, Ontario","Females","Incidence rate",NA
"2103",1988,"Windsor, Ontario","Females","Inactivity rate",NA
"2106",1988,"Windsor, Ontario","Females","Days",NA
"2118",1988,"Greater Sudbury, Ontario","Males","Incidence rate",NA
"2121",1988,"Greater Sudbury, Ontario","Males","Inactivity rate",NA
"2124",1988,"Greater Sudbury, Ontario","Males","Days",NA
"2127",1988,"Greater Sudbury, Ontario","Females","Incidence rate",NA
"2130",1988,"Greater Sudbury, Ontario","Females","Inactivity rate",NA
"2133",1988,"Greater Sudbury, Ontario","Females","Days",NA
"2145",1988,"Thunder Bay, Ontario","Males","Incidence rate",NA
"2148",1988,"Thunder Bay, Ontario","Males","Inactivity rate",NA
"2151",1988,"Thunder Bay, Ontario","Males","Days",NA
"2154",1988,"Thunder Bay, Ontario","Females","Incidence rate",NA
"2157",1988,"Thunder Bay, Ontario","Females","Inactivity rate",NA
"2160",1988,"Thunder Bay, Ontario","Females","Days",NA
"2172",1988,"Winnipeg, Manitoba","Males","Incidence rate",1.7
"2175",1988,"Winnipeg, Manitoba","Males","Inactivity rate",0.4
"2178",1988,"Winnipeg, Manitoba","Males","Days",1
"2181",1988,"Winnipeg, Manitoba","Females","Incidence rate",3.6
"2184",1988,"Winnipeg, Manitoba","Females","Inactivity rate",1.9
"2187",1988,"Winnipeg, Manitoba","Females","Days",4.8
"2199",1988,"Regina, Saskatchewan","Males","Incidence rate",NA
"2202",1988,"Regina, Saskatchewan","Males","Inactivity rate",NA
"2205",1988,"Regina, Saskatchewan","Males","Days",NA
"2208",1988,"Regina, Saskatchewan","Females","Incidence rate",3.1
"2211",1988,"Regina, Saskatchewan","Females","Inactivity rate",2
"2214",1988,"Regina, Saskatchewan","Females","Days",5.1
"2226",1988,"Saskatoon, Saskatchewan","Males","Incidence rate",NA
"2229",1988,"Saskatoon, Saskatchewan","Males","Inactivity rate",NA
"2232",1988,"Saskatoon, Saskatchewan","Males","Days",NA
"2235",1988,"Saskatoon, Saskatchewan","Females","Incidence rate",2.1
"2238",1988,"Saskatoon, Saskatchewan","Females","Inactivity rate",1.4
"2241",1988,"Saskatoon, Saskatchewan","Females","Days",3.4
"2253",1988,"Calgary, Alberta","Males","Incidence rate",1.3
"2256",1988,"Calgary, Alberta","Males","Inactivity rate",0.4
"2259",1988,"Calgary, Alberta","Males","Days",1
"2262",1988,"Calgary, Alberta","Females","Incidence rate",2.8
"2265",1988,"Calgary, Alberta","Females","Inactivity rate",1.6
"2268",1988,"Calgary, Alberta","Females","Days",3.9
"2280",1988,"Edmonton, Alberta","Males","Incidence rate",1.7
"2283",1988,"Edmonton, Alberta","Males","Inactivity rate",0.5
"2286",1988,"Edmonton, Alberta","Males","Days",1.3
"2289",1988,"Edmonton, Alberta","Females","Incidence rate",3.7
"2292",1988,"Edmonton, Alberta","Females","Inactivity rate",2.2
"2295",1988,"Edmonton, Alberta","Females","Days",5.5
"2307",1988,"Abbotsford-Mission, British Columbia","Males","Incidence rate",NA
"2310",1988,"Abbotsford-Mission, British Columbia","Males","Inactivity rate",NA
"2313",1988,"Abbotsford-Mission, British Columbia","Males","Days",NA
"2316",1988,"Abbotsford-Mission, British Columbia","Females","Incidence rate",NA
"2319",1988,"Abbotsford-Mission, British Columbia","Females","Inactivity rate",NA
"2322",1988,"Abbotsford-Mission, British Columbia","Females","Days",NA
"2334",1988,"Vancouver, British Columbia","Males","Incidence rate",0.9
"2337",1988,"Vancouver, British Columbia","Males","Inactivity rate",0.3
"2340",1988,"Vancouver, British Columbia","Males","Days",0.7
"2343",1988,"Vancouver, British Columbia","Females","Incidence rate",1.8
"2346",1988,"Vancouver, British Columbia","Females","Inactivity rate",1.2
"2349",1988,"Vancouver, British Columbia","Females","Days",3.1
"2361",1988,"Victoria, British Columbia","Males","Incidence rate",NA
"2364",1988,"Victoria, British Columbia","Males","Inactivity rate",NA
"2367",1988,"Victoria, British Columbia","Males","Days",NA
"2370",1988,"Victoria, British Columbia","Females","Incidence rate",NA
"2373",1988,"Victoria, British Columbia","Females","Inactivity rate",NA
"2376",1988,"Victoria, British Columbia","Females","Days",NA
"2388",1988,"Non-census metropolitan areas","Males","Incidence rate",1.3
"2391",1988,"Non-census metropolitan areas","Males","Inactivity rate",0.4
"2394",1988,"Non-census metropolitan areas","Males","Days",1
"2397",1988,"Non-census metropolitan areas","Females","Incidence rate",3.1
"2400",1988,"Non-census metropolitan areas","Females","Inactivity rate",1.9
"2403",1988,"Non-census metropolitan areas","Females","Days",4.6
"2415",1988,"Population centres","Males","Incidence rate",1
"2418",1988,"Population centres","Males","Inactivity rate",0.3
"2421",1988,"Population centres","Males","Days",0.7
"2424",1988,"Population centres","Females","Incidence rate",2.5
"2427",1988,"Population centres","Females","Inactivity rate",1.6
"2430",1988,"Population centres","Females","Days",4
"2442",1989,"Canada","Males","Incidence rate",1.4
"2445",1989,"Canada","Males","Inactivity rate",0.4
"2448",1989,"Canada","Males","Days",0.9
"2451",1989,"Canada","Females","Incidence rate",3.4
"2454",1989,"Canada","Females","Inactivity rate",2.1
"2457",1989,"Canada","Females","Days",5.2
"2469",1989,"Atlantic region","Males","Incidence rate",1.1
"2472",1989,"Atlantic region","Males","Inactivity rate",0.4
"2475",1989,"Atlantic region","Males","Days",0.9
"2478",1989,"Atlantic region","Females","Incidence rate",2.7
"2481",1989,"Atlantic region","Females","Inactivity rate",1.7
"2484",1989,"Atlantic region","Females","Days",4.2
"2496",1989,"Newfoundland and Labrador","Males","Incidence rate",0.8
"2499",1989,"Newfoundland and Labrador","Males","Inactivity rate",0.5
"2502",1989,"Newfoundland and Labrador","Males","Days",1.2
"2505",1989,"Newfoundland and Labrador","Females","Incidence rate",2.1
"2508",1989,"Newfoundland and Labrador","Females","Inactivity rate",1.3
"2511",1989,"Newfoundland and Labrador","Females","Days",3.2
"2523",1989,"Prince Edward Island","Males","Incidence rate",NA
"2526",1989,"Prince Edward Island","Males","Inactivity rate",NA
"2529",1989,"Prince Edward Island","Males","Days",NA
"2532",1989,"Prince Edward Island","Females","Incidence rate",2.5
"2535",1989,"Prince Edward Island","Females","Inactivity rate",1.6
"2538",1989,"Prince Edward Island","Females","Days",3.9
"2550",1989,"Nova Scotia","Males","Incidence rate",1.1
"2553",1989,"Nova Scotia","Males","Inactivity rate",0.3
"2556",1989,"Nova Scotia","Males","Days",0.8
"2559",1989,"Nova Scotia","Females","Incidence rate",2.6
"2562",1989,"Nova Scotia","Females","Inactivity rate",1.7
"2565",1989,"Nova Scotia","Females","Days",4.3
"2577",1989,"New Brunswick","Males","Incidence rate",1.4
"2580",1989,"New Brunswick","Males","Inactivity rate",0.3
"2583",1989,"New Brunswick","Males","Days",0.8
"2586",1989,"New Brunswick","Females","Incidence rate",3.2
"2589",1989,"New Brunswick","Females","Inactivity rate",2
"2592",1989,"New Brunswick","Females","Days",4.9
"2604",1989,"Quebec","Males","Incidence rate",1.3
"2607",1989,"Quebec","Males","Inactivity rate",0.3
"2610",1989,"Quebec","Males","Days",0.8
"2613",1989,"Quebec","Females","Incidence rate",3.7
"2616",1989,"Quebec","Females","Inactivity rate",2.5
"2619",1989,"Quebec","Females","Days",6.3
"2631",1989,"Ontario","Males","Incidence rate",1.4
"2634",1989,"Ontario","Males","Inactivity rate",0.4
"2637",1989,"Ontario","Males","Days",1
"2640",1989,"Ontario","Females","Incidence rate",3.4
"2643",1989,"Ontario","Females","Inactivity rate",2
"2646",1989,"Ontario","Females","Days",5
"2658",1989,"Prairie region","Males","Incidence rate",1.7
"2661",1989,"Prairie region","Males","Inactivity rate",0.5
"2664",1989,"Prairie region","Males","Days",1.2
"2667",1989,"Prairie region","Females","Incidence rate",3.6
"2670",1989,"Prairie region","Females","Inactivity rate",2
"2673",1989,"Prairie region","Females","Days",5.1
"2685",1989,"Manitoba","Males","Incidence rate",2.1
"2688",1989,"Manitoba","Males","Inactivity rate",0.5
"2691",1989,"Manitoba","Males","Days",1.3
"2694",1989,"Manitoba","Females","Incidence rate",3.7
"2697",1989,"Manitoba","Females","Inactivity rate",1.9
"2700",1989,"Manitoba","Females","Days",4.7
"2712",1989,"Saskatchewan","Males","Incidence rate",1.4
"2715",1989,"Saskatchewan","Males","Inactivity rate",0.4
"2718",1989,"Saskatchewan","Males","Days",1
"2721",1989,"Saskatchewan","Females","Incidence rate",3.5
"2724",1989,"Saskatchewan","Females","Inactivity rate",2.3
"2727",1989,"Saskatchewan","Females","Days",5.7
"2739",1989,"Alberta","Males","Incidence rate",1.7
"2742",1989,"Alberta","Males","Inactivity rate",0.5
"2745",1989,"Alberta","Males","Days",1.2
"2748",1989,"Alberta","Females","Incidence rate",3.5
"2751",1989,"Alberta","Females","Inactivity rate",2
"2754",1989,"Alberta","Females","Days",5.1
"2766",1989,"British Columbia","Males","Incidence rate",1.2
"2769",1989,"British Columbia","Males","Inactivity rate",0.4
"2772",1989,"British Columbia","Males","Days",0.9
"2775",1989,"British Columbia","Females","Incidence rate",2.4
"2778",1989,"British Columbia","Females","Inactivity rate",1.6
"2781",1989,"British Columbia","Females","Days",4.1
"2793",1989,"Total census metropolitan areas","Males","Incidence rate",1.4
"2796",1989,"Total census metropolitan areas","Males","Inactivity rate",0.4
"2799",1989,"Total census metropolitan areas","Males","Days",0.9
"2802",1989,"Total census metropolitan areas","Females","Incidence rate",3.4
"2805",1989,"Total census metropolitan areas","Females","Inactivity rate",2.1
"2808",1989,"Total census metropolitan areas","Females","Days",5.2
"2820",1989,"St. John's, Newfoundland and Labrador","Males","Incidence rate",NA
"2823",1989,"St. John's, Newfoundland and Labrador","Males","Inactivity rate",NA
"2826",1989,"St. John's, Newfoundland and Labrador","Males","Days",NA
"2829",1989,"St. John's, Newfoundland and Labrador","Females","Incidence rate",2.8
"2832",1989,"St. John's, Newfoundland and Labrador","Females","Inactivity rate",1.9
"2835",1989,"St. John's, Newfoundland and Labrador","Females","Days",4.7
"2847",1989,"Halifax, Nova Scotia","Males","Incidence rate",1.3
"2850",1989,"Halifax, Nova Scotia","Males","Inactivity rate",0.3
"2853",1989,"Halifax, Nova Scotia","Males","Days",0.9
"2856",1989,"Halifax, Nova Scotia","Females","Incidence rate",2.9
"2859",1989,"Halifax, Nova Scotia","Females","Inactivity rate",1.9
"2862",1989,"Halifax, Nova Scotia","Females","Days",4.8
"2874",1989,"Saint John, New Brunswick","Males","Incidence rate",NA
"2877",1989,"Saint John, New Brunswick","Males","Inactivity rate",NA
"2880",1989,"Saint John, New Brunswick","Males","Days",NA
"2883",1989,"Saint John, New Brunswick","Females","Incidence rate",3.2
"2886",1989,"Saint John, New Brunswick","Females","Inactivity rate",1.8
"2889",1989,"Saint John, New Brunswick","Females","Days",4.4
"2901",1989,"Saguenay, Quebec","Males","Incidence rate",NA
"2904",1989,"Saguenay, Quebec","Males","Inactivity rate",NA
"2907",1989,"Saguenay, Quebec","Males","Days",NA
"2910",1989,"Saguenay, Quebec","Females","Incidence rate",NA
"2913",1989,"Saguenay, Quebec","Females","Inactivity rate",NA
"2916",1989,"Saguenay, Quebec","Females","Days",NA
"2928",1989,"Québec, Quebec","Males","Incidence rate",1.4
"2931",1989,"Québec, Quebec","Males","Inactivity rate",0.3
"2934",1989,"Québec, Quebec","Males","Days",0.8
"2937",1989,"Québec, Quebec","Females","Incidence rate",4
"2940",1989,"Québec, Quebec","Females","Inactivity rate",2.7
"2943",1989,"Québec, Quebec","Females","Days",6.7
"2955",1989,"Sherbrooke, Quebec","Males","Incidence rate",NA
"2958",1989,"Sherbrooke, Quebec","Males","Inactivity rate",NA
"2961",1989,"Sherbrooke, Quebec","Males","Days",NA
"2964",1989,"Sherbrooke, Quebec","Females","Incidence rate",NA
"2967",1989,"Sherbrooke, Quebec","Females","Inactivity rate",NA
"2970",1989,"Sherbrooke, Quebec","Females","Days",NA
"2982",1989,"Trois-Rivières, Quebec","Males","Incidence rate",NA
"2985",1989,"Trois-Rivières, Quebec","Males","Inactivity rate",NA
"2988",1989,"Trois-Rivières, Quebec","Males","Days",NA
"2991",1989,"Trois-Rivières, Quebec","Females","Incidence rate",NA
"2994",1989,"Trois-Rivières, Quebec","Females","Inactivity rate",NA
"2997",1989,"Trois-Rivières, Quebec","Females","Days",NA
"3009",1989,"Montréal, Quebec","Males","Incidence rate",1.3
"3012",1989,"Montréal, Quebec","Males","Inactivity rate",0.3
"3015",1989,"Montréal, Quebec","Males","Days",0.7
"3018",1989,"Montréal, Quebec","Females","Incidence rate",3.6
"3021",1989,"Montréal, Quebec","Females","Inactivity rate",2.5
"3024",1989,"Montréal, Quebec","Females","Days",6.2
"3036",1989,"Ottawa-Gatineau, Ontario/Quebec","Males","Incidence rate",2
"3039",1989,"Ottawa-Gatineau, Ontario/Quebec","Males","Inactivity rate",0.4
"3042",1989,"Ottawa-Gatineau, Ontario/Quebec","Males","Days",0.9
"3045",1989,"Ottawa-Gatineau, Ontario/Quebec","Females","Incidence rate",4.2
"3048",1989,"Ottawa-Gatineau, Ontario/Quebec","Females","Inactivity rate",2.1
"3051",1989,"Ottawa-Gatineau, Ontario/Quebec","Females","Days",5.2
"3063",1989,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Incidence rate",2.2
"3066",1989,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Inactivity rate",0.3
"3069",1989,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Days",0.8
"3072",1989,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Incidence rate",3.8
"3075",1989,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Inactivity rate",1.6
"3078",1989,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Days",4
"3090",1989,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Incidence rate",NA
"3093",1989,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Inactivity rate",NA
"3096",1989,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Days",NA
"3099",1989,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Incidence rate",5.5
"3102",1989,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Inactivity rate",3.6
"3105",1989,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Days",9
"3117",1989,"Kingston, Ontario","Males","Incidence rate",NA
"3120",1989,"Kingston, Ontario","Males","Inactivity rate",NA
"3123",1989,"Kingston, Ontario","Males","Days",NA
"3126",1989,"Kingston, Ontario","Females","Incidence rate",NA
"3129",1989,"Kingston, Ontario","Females","Inactivity rate",NA
"3132",1989,"Kingston, Ontario","Females","Days",NA
"3144",1989,"Oshawa, Ontario","Males","Incidence rate",NA
"3147",1989,"Oshawa, Ontario","Males","Inactivity rate",NA
"3150",1989,"Oshawa, Ontario","Males","Days",NA
"3153",1989,"Oshawa, Ontario","Females","Incidence rate",NA
"3156",1989,"Oshawa, Ontario","Females","Inactivity rate",NA
"3159",1989,"Oshawa, Ontario","Females","Days",NA
"3171",1989,"Toronto, Ontario","Males","Incidence rate",1.2
"3174",1989,"Toronto, Ontario","Males","Inactivity rate",0.4
"3177",1989,"Toronto, Ontario","Males","Days",1
"3180",1989,"Toronto, Ontario","Females","Incidence rate",3.5
"3183",1989,"Toronto, Ontario","Females","Inactivity rate",2.1
"3186",1989,"Toronto, Ontario","Females","Days",5.3
"3198",1989,"Hamilton, Ontario","Males","Incidence rate",1.7
"3201",1989,"Hamilton, Ontario","Males","Inactivity rate",0.4
"3204",1989,"Hamilton, Ontario","Males","Days",1.1
"3207",1989,"Hamilton, Ontario","Females","Incidence rate",3.4
"3210",1989,"Hamilton, Ontario","Females","Inactivity rate",2.3
"3213",1989,"Hamilton, Ontario","Females","Days",5.6
"3225",1989,"St. Catharines-Niagara, Ontario","Males","Incidence rate",NA
"3228",1989,"St. Catharines-Niagara, Ontario","Males","Inactivity rate",NA
"3231",1989,"St. Catharines-Niagara, Ontario","Males","Days",NA
"3234",1989,"St. Catharines-Niagara, Ontario","Females","Incidence rate",NA
"3237",1989,"St. Catharines-Niagara, Ontario","Females","Inactivity rate",NA
"3240",1989,"St. Catharines-Niagara, Ontario","Females","Days",NA
"3252",1989,"Kitchener-Cambridge-Waterloo, Ontario","Males","Incidence rate",2
"3255",1989,"Kitchener-Cambridge-Waterloo, Ontario","Males","Inactivity rate",0.3
"3258",1989,"Kitchener-Cambridge-Waterloo, Ontario","Males","Days",0.8
"3261",1989,"Kitchener-Cambridge-Waterloo, Ontario","Females","Incidence rate",2.8
"3264",1989,"Kitchener-Cambridge-Waterloo, Ontario","Females","Inactivity rate",1.6
"3267",1989,"Kitchener-Cambridge-Waterloo, Ontario","Females","Days",3.9
"3279",1989,"London, Ontario","Males","Incidence rate",NA
"3282",1989,"London, Ontario","Males","Inactivity rate",NA
"3285",1989,"London, Ontario","Males","Days",NA
"3288",1989,"London, Ontario","Females","Incidence rate",NA
"3291",1989,"London, Ontario","Females","Inactivity rate",NA
"3294",1989,"London, Ontario","Females","Days",NA
