Product code	Product label	Turkey's imports from Czech Republic-Value in 2001	Turkey's imports from Czech Republic-Value in 2002	Turkey's imports from Czech Republic-Value in 2003	Turkey's imports from Czech Republic-Value in 2004	Turkey's imports from Czech Republic-Value in 2005	Turkey's imports from Czech Republic-Value in 2006	Turkey's imports from Czech Republic-Value in 2007	Turkey's imports from Czech Republic-Value in 2008	Turkey's imports from Czech Republic-Value in 2009	Turkey's imports from Czech Republic-Value in 2010	Turkey's imports from Czech Republic-Value in 2011	Turkey's imports from Czech Republic-Value in 2012	Turkey's imports from Czech Republic-Value in 2013	Turkey's imports from Czech Republic-Value in 2014	Turkey's imports from Czech Republic-Value in 2015	Turkey's imports from Czech Republic-Value in 2016	Turkey's imports from Czech Republic-Value in 2017	Czech Republic's exports to world- 	Czech Republic's exports to world-Value in 2001	Czech Republic's exports to world-Value in 2002	Czech Republic's exports to world-Value in 2003	Czech Republic's exports to world-Value in 2004	Czech Republic's exports to world-Value in 2005	Czech Republic's exports to world-Value in 2006	Czech Republic's exports to world-Value in 2007	Czech Republic's exports to world-Value in 2008	Czech Republic's exports to world-Value in 2009	Czech Republic's exports to world-Value in 2010	Czech Republic's exports to world-Value in 2011	Czech Republic's exports to world-Value in 2012	Czech Republic's exports to world-Value in 2013	Czech Republic's exports to world-Value in 2014	Czech Republic's exports to world-Value in 2015	Czech Republic's exports to world-Value in 2016	Czech Republic's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3262	7849	4844	24066	23814	20791	22935	28987	16737	26680	49526	47809	55185	63221	51693	53289	52806		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		415	506	1225	980	1702	815	2092	2560	1375	4089	13596	16800	23928	31052	33058	63689	68283		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		161	367	225	1407	4268	5968	8871	9172	7875	10202	11169	8772	10824	10394	8043	8376	7489		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2882	2814	4669	4872	6694	8769	9047	9475	8260	9591	12941	9150	8330	6819	7221	7281	8098		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		699	444	529	869	1615	3160	6689	7382	7191	7906	17245	13644	11718	10748	13420	19368	19254		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	5	3	43	43	125	72	67	38	66	168	733	1841	2591	3131	2352	2324		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		94	90	88	157	210	418	1022	1434	631	680	578	648	1210	970	757	1226	1347		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1284	1151	1882	2087	1024	1961	3325	3348	1940	1674	3290	3995	5178	5388	4401	7265	5238		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	52	192	247	816	1524	1722	2817	2205	2438	2566	1824	1302	1976	1854	1430	1801		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		378	231	674	1423	1251	1399	2091	1783	1997	1922	2357	3002	2550	2083	2366	2364	2917		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1111	1062	624	1561	3367	2963	3526	7087	6778	4744	6601	5768	6762	5754	4732	5430	5888		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	1	0	0	0	0	1	0	4	0	11	29	42	0	0	0		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		119	210	282	232	334	232	249	170	87	151	295	295	483	143	157	130	150		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34	560	1137	2629	2241	2610	3118	3036	1936	1489	920	258	302	337	175	298	259		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2971	2582	1860	2661	2601	3125	2059	2599	2532	2189	4756	5057	4775	3834	2533	3160	5364		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	7	0	8	4	9	16	6	11	6	887	993	1672	2958	3116	1684	13759		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	5	821	20	0	99	72	56	29	0	14	8829		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	6	19	19	16	6	6	6	0	0	20	449	20	15	40	267	1136		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3746	6770	8329	8443	9297	12179	15150	18770	16819	17192	20732	21873	23088	25190	22402	23158	27968		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		178	382	371	473	446	448	1322	967	3460	2384	255	1057	876	1827	516	1262	815		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3334	3010	3685	2842	3350	7748	5391	4159	1866	1778	4018	4265	4087	1688	1185	1501	1763		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2338	5633	2219	2723	3221	4181	7099	6129	5786	5173	7016	6815	6878	5414	3637	4327	8609		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		897	1485	539	750	1424	1383	1535	1605	849	376	420	412	425	386	317	347	253		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	18	9	20	22	23	33	0	0	0	8	0	1	0	0		16001	38815	23033	31790	35077	30474	36041	52361	51279	53048	37817	17931	10049	9373	7248	7033	7040		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2935	"Sulphonamides"	0	0	0	0	0	0	3	0	1	0	216	0	17	0	0	0	0		3195	3878	3233	3838	7203	8555	7770	8166	7146	6167	8185	9218	3673	3090	3016	3212	1507		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		418	439	274	220	291	241	272	327	212	333	228	542	468	351	3128	298	278		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0		95	84	116	20	20	27	33	11	16	22	6	213	223	190	1124	1343	272		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0		342	281	455	744	1010	768	1649	3073	1495	1473	2540	2008	1715	2408	2180	2470	2257		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		77	118	86	135	81	195	50	25	2	7	736	739	597	398	406	513	460		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	2	2	0	0	0	0	7	16	25	27	18	5	2	1	1		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1545	1227	1278	1186	237	1058	1837	570	457	149	986	1102	1681	911	383	549	365		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	0	13	10	16	14	9	28	5	0	9	0	0	0	0	0	20	0		7712	14810	8725	8075	7509	10091	9132	8763	5588	6036	8564	7667	7094	5219	3847	4215	3009		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	0	0	0	0	0	0	0	0	0	18	3	5	0	0		1355	1415	1688	1255	740	706	481	941	890	564	666	731	215	407	361	250	169		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	0	0	0	0	0	0	1	0	1	48	0	38	24	0	23	15	0		16008	16158	16321	21432	19163	21453	27182	27266	26809	31565	35063	28993	29585	29374	25480	25925	23573		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	18	23	16	7	1	3	1	2	2	6	21	3	2	3	7	9		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	70	0	0	0	193	248	0	18	468	1286	1949	1421	0	0	0	0	0		79203	83334	94192	115991	122244	136166	172746	175217	139695	169176	136254	68271	5213	154	169	279	253		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2151	1005	1346	1088	1032	1645	984	1525	1148	1538	1982	256	303	205	688	910	1371		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	1	0	0	0	11	0	22	5	0	84	6	19		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5007	"Woven fabrics of silk or of silk waste"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		140	115	64	161	169	57	70	70	65	28	214	228	105	102	211	265	33		4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1612	1225	1126	826	632	521	775	824	257	249	766	392	670	1083	867	745	1213		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
5204	"Cotton sewing thread, whether or not put up for retail sale"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0		215	149	184	212	254	1399	1798	1610	1142	1327	1640	1443	1510	1340	1162	933	903		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
5306	"Flax yarn"	4	6	424	609	413	314	77	173	2	6	0	0	0	0	0	0	0		6800	7831	10845	11744	9306	7460	5458	4848	2335	2031	1748	455	295	269	256	304	324		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
5308	"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		213	173	144	136	147	278	446	506	237	290	323	230	202	235	194	221	81		879	683	1277	1782	2615	1567	1335	1070	961	849	1274	806	810	1453	1524	1457	1439	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	22	31	18	17	132	64	91	64	83	88	77	107	51	80	154	103		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		326	270	245	27	16	18	72	92	20	0	0	6	1	62	42	16	3		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	0	0	199	636	676	723	710	574	306	0	0	0	0		2938	2804	3319	2832	3122	5391	7681	6553	5401	6632	7430	7166	5626	5780	4150	3430	3287		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2928	54581	4497	4300	6390	8751	11325	15869	13156	31767	26919	18421	26225	27793	23432	18226	19773		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12254	10978	11899	10059	10285	9969	10630	10191	22362	5475	9484	8065	9541	10041	6794	6061	6074		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		130	170	190	63	128	161	118	303	63	95	235	236	118	76	105	58	156		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	111	89	126	24	43	0	1	0	0	1	0	0	0	0	0	0	0		2175	2358	2484	3881	53	118	123	54	31	29	61	76	67	61	210	188	95		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
6912	"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		3072	3077	2618	3056	3849	4077	4586	6262	4349	5610	10291	6538	7896	11990	8803	15359	18547		4494	7791	10144	7067	26113	33662	34329	27630	20721	24137	23400	17582	20771	28384	28404	20339	15024	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0		220	152	338	386	269	290	450	436	1344	265	604	662	579	1294	3215	2803	2880		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		57	66	61	64	6	21	10	20	7	4	21	3	1301	155	1173	2252	2284		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	6	0	0	12	0	0	0	0	0	0	0	0	0	0	0		326	33	241	155	228	0	153	53	150	23	2347	1481	109	141	34	93	246		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		61	19	4	20	39	179	293	321	61	148	187	254	63	39	42	12	10		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	0	0	0	0	0	0	0	0	0	1	0	0	7	12	2	0	0		3101	3177	3718	5530	5091	2317	1481	1754	659	1064	720	605	779	858	416	1341	1028		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		192	305	234	500	632	219	276	507	240	279	344	1045	2361	725	765	677	1096		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0		962	1022	1118	1901	2115	5879	6815	4157	2944	5898	6439	6681	4844	5565	4193	5444	6588		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34225	31172	30305	31453	37066	23407	24322	34095	21950	30430	33519	35416	50856	46104	41930	29323	39215		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1536	1300	1458	2964	3059	4184	4018	4982	4194	3503	4821	3960	4226	4807	7219	11901	13881		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		751	666	1040	3989	9782	27081	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8705	"Special purpose motor vehicles (other than those principally designed for the transport of ..."	68	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0		16789	18762	27755	23032	27005	33102	26751	34958	43287	49583	20588	27143	46151	58227	50000	23280	21910		67096	16804	31515	64448	98796	104970	159104	234511	154745	126184	109908	118512	179098	150020	97951	174666	125834	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2182	0	227	722	0	0	525	0	0	0	0	7	0	0	4	0	507		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0		193	419	303	1042	864	1254	769	3191	1651	5104	5529	9654	15656	13488	11041	17472	17506		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		291	167	232	237	164	251	398	1341	418	144	355	385	396	637	530	931	1269		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	0	0	1	8	0	2	11	0	11	0	0	9	24	6	41	6	0		3296	9216	10274	7361	6589	7001	8744	12680	6821	6661	10263	9454	8214	7909	8299	10753	13795		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
9508	"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ..."	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0		155	434	168	1132	601	966	789	854	925	494	1315	2325	2240	4241	4710	6337	11414		2130	758	3745	1399	9975	3572	8046	16679	13161	11293	24905	19691	97133	98153	34548	11629	10584	
9702	"Original engravings, prints and lithographs"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	13	16	831	1533	1554	22	30	12	3	14	7	4	18	56	6	136		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	0	0	103	246	279	408	411	374	512	525	377	654	696	959	1253	1587		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		635	868	906	1091	1809	2443	2520	3159	3401	3461	4340	4728	6022	8441	4792	6018	5957		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0		4341	6479	11254	9968	10864	16020	15421	22076	27731	20972	36688	42118	47310	54882	45268	38168	45531		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	256	115	321	96	82	81	90	108	70	95	78	13	1	0	0	16		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		155	102	532	459	473	687	635	1259	1009	704	1289	1496	858	991	1515	1660	1691		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		276	58	1	42	2	3	11	3	7	11	16	17	15	19	214	49	93		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		233	374	377	337	611	807	1367	1768	1777	2221	2141	2866	3239	5141	4718	4769	5592		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0806	"Grapes, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0		544	539	584	1483	3750	5050	7577	9324	10624	7490	8602	8436	11047	11279	9898	10909	8381		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	61	89	283	181	296	551	381	421	107	224	46	67	26	27	35	40		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		738	646	977	1284	1204	1783	2374	2591	2096	2548	2789	4384	4106	4507	4840	5453	10212		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
