Product code	Product label	Turkey's imports from Malaysia-Value in 2001	Turkey's imports from Malaysia-Value in 2002	Turkey's imports from Malaysia-Value in 2003	Turkey's imports from Malaysia-Value in 2004	Turkey's imports from Malaysia-Value in 2005	Turkey's imports from Malaysia-Value in 2006	Turkey's imports from Malaysia-Value in 2007	Turkey's imports from Malaysia-Value in 2008	Turkey's imports from Malaysia-Value in 2009	Turkey's imports from Malaysia-Value in 2010	Turkey's imports from Malaysia-Value in 2011	Turkey's imports from Malaysia-Value in 2012	Turkey's imports from Malaysia-Value in 2013	Turkey's imports from Malaysia-Value in 2014	Turkey's imports from Malaysia-Value in 2015	Turkey's imports from Malaysia-Value in 2016	Turkey's imports from Malaysia-Value in 2017	Malaysia's exports to world- 	Malaysia's exports to world-Value in 2001	Malaysia's exports to world-Value in 2002	Malaysia's exports to world-Value in 2003	Malaysia's exports to world-Value in 2004	Malaysia's exports to world-Value in 2005	Malaysia's exports to world-Value in 2006	Malaysia's exports to world-Value in 2007	Malaysia's exports to world-Value in 2008	Malaysia's exports to world-Value in 2009	Malaysia's exports to world-Value in 2010	Malaysia's exports to world-Value in 2011	Malaysia's exports to world-Value in 2012	Malaysia's exports to world-Value in 2013	Malaysia's exports to world-Value in 2014	Malaysia's exports to world-Value in 2015	Malaysia's exports to world-Value in 2016	Malaysia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2933	"Heterocyclic compounds with nitrogen hetero-atom[s] only"	0	0	0	0	0	0	0	5	1	1	1	119	0	0	0	0	0		1619	459	297	1157	801	1354	3130	2101	1026	1533	1835	5037	5514	4041	5844	4393	2538		242379	273629	323093	424252	460103	481455	474339	522469	401825	433533	417433	325228	355818	425690	382779	408933	452717	
3201	"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	39	0	80	13	114	34	85	70	42	160	191	514	668	210	173	359		1926	2550	3297	4764	4533	5798	7116	8717	5165	7924	8348	8728	9483	8067	8733	9891	10205	
3803	"Tall oil, whether or not refined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	0	40	105	0	76	37	55	83	0	474	637	0	64	2	124	28		41	8	113	258	293	363	621	1431	676	1365	2115	2062	1933	3003	2381	2836	2552	
3813	"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	118	3	13	0	0	0		214	190	179	269	128	318	396	376	937	610	555	1173	1777	1468	542	386	281		1546	1731	1590	3276	3756	4834	4455	5138	4325	3378	5390	6980	6744	6989	6256	6008	4735	
4102	"Raw skins of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		368	454	906	1584	1343	1047	526	389	330	65	312	208	1936	821	167	50	87		248462	402786	371161	338861	234875	274104	242480	179840	89215	167722	311596	334036	317107	184291	61800	32532	56845	
4104	"Tanned or crust hides and skins of bovine "incl. buffalo" or equine animals, without hair on, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8969	8744	11779	2432	3748	2603	3301	3723	1681	1419	1629	1311	997	2699	2234	1608	617		53042	6811	6898	7669	6240	13350	37074	40087	17495	36647	64639	48104	64550	54836	37916	36535	31017	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1710	643	1249	3642	1470	4685	7705	11036	8263	7041	11872	8627	7665	6027	6977	8423	8391		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
4406	"Railway or tramway sleepers "cross-ties" of wood"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6464	7286	5800	6055	6092	5569	5595	4985	4282	4842	5348	6657	7521	6232	7852	6633	7075		207	387	1340	1719	440	2674	1059	2910	3554	1046	1696	935	905	550	103	119	154	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		176	98	101	24	53	159	564	858	1173	1551	1751	2161	2337	2802	2900	2718	2162		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	0	0	144	94	22	68	0	1	0	0	585	0	1	0	80	112	0		21160	24078	18664	20469	25020	28340	35134	41431	34946	46462	54357	59472	65886	71909	66407	71039	72093		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
4810	"Paper and paperboard, coated on one or both sides with kaolin "China clay" or other inorganic ..."	0	0	0	0	0	0	0	131	283	354	564	0	0	0	0	0	0		2576	3143	2860	3041	4597	3714	6375	6467	10505	25059	24331	16791	13304	10831	8548	10009	20849		142615	200354	260113	317445	377416	423712	584147	569897	512287	600850	689025	640682	712272	777643	622262	618048	715827	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		693	2064	1261	1896	2563	3056	4372	2892	2918	4699	4044	5024	2922	2762	2091	3000	2372		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		535	2386	6325	8662	12670	54751	59079	80365	38931	39988	24705	12404	17317	24014	117390	94920	106756		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5004	"Silk yarn (excluding that spun from silk waste and that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	4	9	0	12	0	0	0	105	26	114	50	20	59	19	16		425	265	426	1208	1630	1381	4183	3960	2599	3136	1588	1243	3208	3089	2778	1113	1308	
5005	"Yarn spun from silk waste (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	18	17	0	0	14	2	0	0	0	0		6	46	55	120	427	1278	2096	3651	1722	851	610	663	621	891	596	784	799	
5101	"Wool, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		43	3	5	26	12	5	69	18	17	26	109	168	0	1657	13234	18414	18543		32388	37008	48769	56812	46841	50374	56226	43371	21859	30284	34682	31321	29627	33128	26229	16088	28144	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0		40110	37393	30159	27442	23053	30311	34798	22076	27264	21460	27176	22617	19540	20795	11150	4316	4447		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	2	0	2	0	7	31	0	0	0	0	8		412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
5206	"Cotton yarn containing predominantly, but < 85% cotton by weight (excluding sewing thread and ..."	0	0	0	0	0	0	0	0	0	0	0	120	320	254	0	0	0		8120	8391	1283	789	476	3445	3684	5206	9567	16457	20542	13360	20385	13078	10763	13525	17565		3317	3790	5174	4618	6904	5302	7230	6130	5441	11256	11441	9290	29275	69900	38589	62926	77014	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	545	4215	7157	6376	5272	221	60	493	34	34	0	0	8	82	101	24	0		31621	26943	31623	30820	30012	36052	39940	36939	18289	19822	23698	19542	48439	22831	22348	21157	21619		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		9	14	0	2	18	58	76	59	103	20	249	469	40	21	482	175	370		25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
3826	"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ..."	0	0	0	0	0	0	0	0	0	0	0	1	7	4	0	25	0		0	0	0	0	0	0	0	0	0	0	0	0	68367	150156	101921	81752	171890		0	0	0	0	0	0	0	0	0	0	0	1528	1192	1697	1382	1032	1047	
5605	"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ..."	0	0	0	0	39	0	0	0	44	57	159	0	78	563	241	66	0		7	90	58	20	155	24	48	40	47	95	129	0	153	715	230	880	0		3581	2672	2758	3420	4550	8279	12517	9680	5370	7009	7372	10217	19591	19015	19476	6891	7755	
5801	"Woven pile fabrics and chenille fabrics (excluding terry towelling and similar woven terry ..."	947	425	0	0	383	3010	506	0	115	445	158	0	0	0	0	0	0		221	558	5610	4547	4434	17236	10603	12278	11113	15809	8562	7000	4766	3316	3370	389	354		31186	71519	120415	118791	130163	143430	81345	37289	32654	40135	59682	42282	46281	33746	24765	21963	31657	
5807	"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ..."	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0		3119	3915	3165	3919	3858	3516	3150	2712	1789	1273	1071	1353	789	1087	859	556	666		9638	13595	15108	17735	17076	19177	23884	21423	18781	19653	20219	19674	19434	21772	18594	19907	18598	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	5	153	121	32	35	154	2	20	26	418	151	174	322	115	125		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
3912	"Cellulose and its chemical derivatives, n.e.s., in primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0		916	1521	1506	1522	2442	4294	2840	4985	4481	9852	6457	6613	8368	6579	3842	4827	3333		33624	45843	57897	75423	81751	92526	111982	119656	96818	120591	162974	164122	162108	165594	150473	148607	163949	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	208	161	11	9	71	35	8	119	8	28	17	35	35	57	35	21		6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	10	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0		9005	11761	10412	15645	17249	13965	11817	16471	10893	14340	15577	17667	18781	18340	19189	20901	21725		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
6807	"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		1284	1120	1140	1208	2130	3317	4431	6226	4610	9345	10515	17804	14973	19199	13590	7950	11586		6359	8051	8916	12370	15702	29442	21746	22950	23880	24537	23249	18277	20820	19049	14349	13308	15833	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	4	0	11	5	4	38	25	98	299	265	160	110	104	109	111	114		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	70	95	191	86	438	308	534	2247	629	738	760	893	289	340	177		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	14	2789	0	0	0	7	0	0	3	0	2	5	4		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6567	7500	8278	7758	8389	9636	14988	25170	23297	26691	30912	29921	35432	44521	46259	47833	51690		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2523	"Cement, incl. cement clinkers, whether or not coloured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		47315	53130	54349	73003	80654	137963	160085	189613	249004	193960	176198	163663	159939	138406	74500	76949	84104		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1204	3253	0	6745	5111	7390	23410	21435	21569	90808	233404	350523	464443	424709	514102	814438	893395		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	28	0	0	0	127	0	30	81	0	80	0		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8648	6173	6627	10082	12508	11999	11743	12814	11096	8267	2532	9029	46042	21669	21378	46809	104198		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35	35	27	358	374	571	702	1854	1788	3853	3173	2365	1713	1420	654	686	1153		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	9	2	0	12	7	2	4	26	79	32	54	36	2844	3916	208	545		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		869	766	1160	1667	1598	770	1001	1596	4158	4545	6330	37402	7901	951230	1426503	579540	1477668		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2804	"Hydrogen, rare gases and other non-metals"	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		2121	1264	2051	4804	4848	5553	7438	10628	8578	6592	23428	12516	16084	53418	119700	154346	182464		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1890	1146	1328	1313	1950	2613	2824	5652	4840	5845	7614	6726	5418	4689	4701	3147	2405		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0		59	40	51	56	73	85	146	188	60	459	190	192	148	178	109	201	96		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		372	1128	543	3969	5477	8519	7748	12265	11908	2013	35335	40985	15338	2270	2552	453	433		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		990	860	1311	2097	1681	2092	578	3652	4828	3360	2568	2230	1978	3245	2888	4309	804		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		116	460	162	1410	215	411	180	323	587	1279	727	248	488	370	309	145	129		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		312	346	1233	2	37	3870	41	36	1150	725	67	20	693	407	108	100	98		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	24	63	0	0	0	0	0	6	0	0	0	0	0	0	175		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9666	9018	10120	15418	24483	24887	36898	33378	24713	24214	22168	24495	25955	23835	16561	15823	19357		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3203	3094	3261	2959	3185	3688	4229	4182	4602	7319	8885	7633	8571	7774	4950	7041	7715		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		68	28	25	89	183	197	109	162	173	137	244	47	101	66	86	149	235		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0		6167	7984	8336	10206	6581	13471	16675	15360	12674	16900	17547	17205	18906	14645	16206	21057	20762		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4625	6661	6727	7075	5489	7370	7636	12936	12282	10887	17284	14959	15124	15898	19350	23147	22425		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4961	5634	4991	5707	5549	5515	5023	4578	3616	4629	5810	3259	4711	4299	4991	4757	5654		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		52	104	72	18	32	73	93	136	40	31	60	43	47	3	19	0	1		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	3	9	0	248	101	77	0	733	0	0	32	0	0	13	337	9490		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39309	36431	36504	44990	38513	43530	48765	36053	34453	35212	36148	49230	44582	45379	33044	33449	45620		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		191	232	203	143	316	189	161	500	435	228	470	649	997	896	798	524	465		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2921	"Amine-function compounds"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0		891	1144	1858	1878	1699	948	1807	1263	507	493	414	1647	1445	1308	1578	2065	1065		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		705	727	701	647	985	787	838	1133	1514	1823	2276	1971	1620	3556	3073	2365	3315		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2935	"Sulphonamides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		38	14	54	47	48	210	364	149	59	57	143	70	79	153	272	217	185		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4925	4613	8255	8171	8988	9951	10940	17130	18145	20356	31332	29015	32939	41448	37742	34536	31668		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	54	32	66	4453	6753	11895	10286	4074	7043	10189	9167	1170	1281	1505	8153	7788		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
3102	"Mineral or chemical nitrogenous fertilisers (excluding those in pellet or similar forms, or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		121983	110767	138254	154770	205885	225685	274836	466599	344035	304830	431155	399110	520591	411902	324613	230576	417355		163365	180797	249522	390788	415316	519158	679057	941530	688096	664070	831557	848335	1036281	987545	736409	694886	849798	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		327	359	149	287	227	1080	3055	2896	3212	5432	6006	7393	6582	5584	4518	4794	5942		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		102	88	120	96	74	180	145	52	42	56	31	19	34	75	12	37	109		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		812	443	394	828	1034	1269	1828	999	1691	2017	1430	419	526	283	183	227	309		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	0	0	0	0	0	46	0	0	20	0	0	0	0	0	0	0	0		2967	5318	5395	8082	5946	5994	5937	7639	6488	6625	7466	8138	6128	6688	6440	8347	6883		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
3601	"Propellent powders"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		122	198	10	0	0	0	18	0	20	7	0	49	4	42	8	80	0		678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		50	20	217	311	139	131	152	295	161	324	671	433	215	162	202	161	248		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		355	200	198	257	282	225	250	280	293	753	173	95	72	44	111	78	157		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0		2714	2156	3603	3704	12810	21437	29881	36525	29062	50431	30745	16304	7833	7117	9780	11780	12379		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
4205	"Articles of leather or composition leather (excluding saddlery and harness bags; cases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13984	16642	18338	21919	20248	25625	27239	22869	13999	12587	10795	7976	8418	12407	10518	11030	9061		3506	8664	12694	11698	11608	11011	14936	18626	13873	16381	16851	16255	23974	29795	27811	28195	28234	
