Product code	Product label	Turkey's imports from United Arab Emirates-Value in 2001	Turkey's imports from United Arab Emirates-Value in 2002	Turkey's imports from United Arab Emirates-Value in 2003	Turkey's imports from United Arab Emirates-Value in 2004	Turkey's imports from United Arab Emirates-Value in 2005	Turkey's imports from United Arab Emirates-Value in 2006	Turkey's imports from United Arab Emirates-Value in 2007	Turkey's imports from United Arab Emirates-Value in 2008	Turkey's imports from United Arab Emirates-Value in 2009	Turkey's imports from United Arab Emirates-Value in 2010	Turkey's imports from United Arab Emirates-Value in 2011	Turkey's imports from United Arab Emirates-Value in 2012	Turkey's imports from United Arab Emirates-Value in 2013	Turkey's imports from United Arab Emirates-Value in 2014	Turkey's imports from United Arab Emirates-Value in 2015	Turkey's imports from United Arab Emirates-Value in 2016	Turkey's imports from United Arab Emirates-Value in 2017	United Arab Emirates's exports to world- 	United Arab Emirates's exports to world-Value in 2001	United Arab Emirates's exports to world-Value in 2002	United Arab Emirates's exports to world-Value in 2003	United Arab Emirates's exports to world-Value in 2004	United Arab Emirates's exports to world-Value in 2005	United Arab Emirates's exports to world-Value in 2006	United Arab Emirates's exports to world-Value in 2007	United Arab Emirates's exports to world-Value in 2008	United Arab Emirates's exports to world-Value in 2009	United Arab Emirates's exports to world-Value in 2010	United Arab Emirates's exports to world-Value in 2011	United Arab Emirates's exports to world-Value in 2012	United Arab Emirates's exports to world-Value in 2013	United Arab Emirates's exports to world-Value in 2014	United Arab Emirates's exports to world-Value in 2015	United Arab Emirates's exports to world-Value in 2016	United Arab Emirates's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3818	"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						739		3840	2014				8562	12802	13298	11729	20520	82		18	26	37	20	63	130	84	111	225	354	344	571	708	1069	1492	1454	2144	
3826	"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	0				0	1	0	1	740	1876		0	0	0	0	0	0	0	0	0	0	0	1528	1192	1697	1382	1032	1047	
3903	"Polymers of styrene, in primary forms"	33	81	225	120	0	0	2	0	0	0	26	0	136	437	186	280	0						1527		3874	4315				23121	23078	9920	3855	3237	26384		136860	204206	296351	482320	541883	635311	760997	683795	494539	779746	985348	1011585	1074679	973642	795017	698281	880629	
3912	"Cellulose and its chemical derivatives, n.e.s., in primary forms"	30	0	173	239	76	173	99	401	17	0	0	0	0	0	0	0	0						2670		4640	6960				26382	31842	30989	24194	73740	6820		33624	45843	57897	75423	81751	92526	111982	119656	96818	120591	162974	164122	162108	165594	150473	148607	163949	
4104	"Tanned or crust hides and skins of bovine "incl. buffalo" or equine animals, without hair on, ..."	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1402		109	163				966	691	901	294	497	737		53042	6811	6898	7669	6240	13350	37074	40087	17495	36647	64639	48104	64550	54836	37916	36535	31017	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						265		350	1497				590	828	579	436	466	315		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
4406	"Railway or tramway sleepers "cross-ties" of wood"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		43	56				542	41	42	232	3	29		207	387	1340	1719	440	2674	1059	2910	3554	1046	1696	935	905	550	103	119	154	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0						192		117	163				253	1478	786	934	173	941		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6923		4930	11371				11348	10823	17287	11610	8133	7716		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
4810	"Paper and paperboard, coated on one or both sides with kaolin "China clay" or other inorganic ..."	0	0	0	0	0	61	0	2	0	0	0	0	1	82	16	0	0						7590		9367	8805				17979	25659	33557	13352	9099	9474		142615	200354	260113	317445	377416	423712	584147	569897	512287	600850	689025	640682	712272	777643	622262	618048	715827	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1562		277	475				1094	1518	1784	1842	1281	702		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						45		117	360				946	655	3195	3137	234	299717		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5004	"Silk yarn (excluding that spun from silk waste and that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						288		667	381				29	121	38	19	0	2		425	265	426	1208	1630	1381	4183	3960	2599	3136	1588	1243	3208	3089	2778	1113	1308	
5005	"Yarn spun from silk waste (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						210		387	733				252	544	310	27	29			6	46	55	120	427	1278	2096	3651	1722	851	610	663	621	891	596	784	799	
5101	"Wool, neither carded nor combed"	64	0	9	69	0	15	3358	1852	0	0	0	0	92	14	0	10	0						9762		2462	950				143	2193	3037	164	280	1093		32388	37008	48769	56812	46841	50374	56226	43371	21859	30284	34682	31321	29627	33128	26229	16088	28144	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0						0		13	0				4	91	229	37	94	6		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						49		44	107				51	44	55	113	21	2		412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
5206	"Cotton yarn containing predominantly, but < 85% cotton by weight (excluding sewing thread and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						163		144	574				211	109	320	76	28	8		3317	3790	5174	4618	6904	5302	7230	6130	5441	11256	11441	9290	29275	69900	38589	62926	77014	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						19		847	215				90	78	653	89	117	6		25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
5516	"Woven fabrics of artificial staple fibres"	45	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0						64375		55764	36399				88067	58913	84033	59547	18735	1450		54359	76424	65022	68603	47842	73261	95608	83388	67594	91881	122983	108868	122254	125084	110802	98239	89062	
5605	"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						175		529	191				173	169	267	102	55	365		3581	2672	2758	3420	4550	8279	12517	9680	5370	7009	7372	10217	19591	19015	19476	6891	7755	
5801	"Woven pile fabrics and chenille fabrics (excluding terry towelling and similar woven terry ..."	3	16	4	15	218	374	1	0	1	0	0	6	0	5	2	1	0						13871		14846	8854				4498	14774	19109	6747	5844	698		31186	71519	120415	118791	130163	143430	81345	37289	32654	40135	59682	42282	46281	33746	24765	21963	31657	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1475		578	244				185	141	55	86	36	20		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0						17699		53816	72492				15076	15513	23023	10802	10422	2536		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	1	1	0	0	0	0	0	4	1	0	0	0						1644		952	3864				10103	14721	15961	5397	10854	10886		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0						9627		15663	25670				58844	71958	67037	79160	38081	8719		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0						1		6	0				161	254	103	75	24	6		6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0						1265		1030	1380				10768	13377	15973	1087	1828	1870		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1648		2005	1814				3362	12291	314032	11585	19426	4145		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						27		0	0				0	0	0	39	0			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	2	3	0	1	0	4	0	0	0	0	0	0	0	0	0						7391		3911	2793				2741	5232	3596	2226	1338	1358		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						13		9	0				0	0	0	0	0			190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						542		468	494				1645	2223	3017	2899	2481	247		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						949		1476	2114				5810	9089	3575	5000	3893	1239		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						497		1331	1679				6712	7997	15525	9803	10204	16596		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						13770		21886	21742				28008	29944	36089	38947	42627	32613		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						8		341	364				985	435	803	893	1592	1738		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0						16339		20811	10410				80179	301814	314451	162188	181800	75444		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						4		0	0				0	0	46	0	24	43		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1967		1508	1465				3019	935	2635	1054	909	1772		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						15		40	0				6	26	78	1	15	103		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0						2208		22427	30096				108215	135991	219417	179460	189982	327736		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2523	"Cement, incl. cement clinkers, whether or not coloured"	762	0	104	0	0	0	0	0	0	0	2	0	0	1	0	0	0						62579		235149	51612				355066	434922	426787	352547	277281	355525		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	4525	0	0	0						5		1	4				7709	295	82	1800	679	65330		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		582	5376				1448	517	276	0	0	472		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0						80		137	370				1845	3200	1833	1921	1900	1493		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		7	3				257	2	18	5	40	624		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						74		0	41				0	0	0	0	1	82		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	9	12	0	3	10	38	57	139	79	19	0	0	0	0	0						2295		1743	3989				10535	13580	12380	11584	14758	22950		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						17137		13265	14818				8028	10405	8903	7232	2813	714		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						108		542	441				1764	1031	946	4439	940	350		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						8		42	24				0	17	0	0	0			32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						4746		4838	6620				616	4224	3922	1518	2237	4421		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0						14297		16398	18516				19250	25037	36847	34607	61819	28492		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1757		1944	906				527	1165	1910	352	427	939		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						12		181	301				62	141	189	40	14	47		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1741		1000	843				2583	1420	719	1450	392	243		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	0	0	0	0	0	0	26	21	48	0	0	0	0	0	0	0	0						1181		30	67				818	468	519	625	282	15724		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
2935	"Sulphonamides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						24		234	10				3428	2496	6227	92	0	760		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						608		141	80				1128	1760	852	1420	70	589		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	0	0	0	15	44	94	44	138	11	14	5	0	0	0	8	2	0						3326		3903	5780				19994	14921	10180	3659	3401	2311		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
3102	"Mineral or chemical nitrogenous fertilisers (excluding those in pellet or similar forms, or ..."	0	80	0	0	0	0	0	0	0	0	0	0	0	4942	2771	0	0						801		2828	3765				5505	4201	3869	1865	2477	441838		163365	180797	249522	390788	415316	519158	679057	941530	688096	664070	831557	848335	1036281	987545	736409	694886	849798	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0						29		77	103				253	213	321	175	194	232		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		27	35				55	47	210	177	112	5		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
2921	"Amine-function compounds"	0	0	0	0	0	0	315	1	580	330	0	0	0	4	0	39	0						392		1266	1581				16175	28716	25456	4566	3284	4447		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						47		156	55				458	3447	5100	719	233	101		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	33	26	0	11	41	22	76	0	66	0	0	0	0	0	0	0	0						953		2382	612				9800	9184	7540	4721	3230	6467		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
3601	"Propellent powders"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		4	124				0	0	0	0	0			678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						91		260	81				405	330	671	407	301	201		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	0				64	182	60	116	0	11		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1114		644	527				6447	8317	10452	3864	3142	4581		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						72		2	16				131	190	44	156	33	889		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						323		371	1280				914	1234	2357	496	679	1157		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
4205	"Articles of leather or composition leather (excluding saddlery and harness bags; cases and ..."	0	0	1	1	0	0	0	0	0	0	1	7	2	0	0	0	0						1279		968	2812				1855	2178	4965	1366	1344	1086		3506	8664	12694	11698	11608	11011	14936	18626	13873	16381	16851	16255	23974	29795	27811	28195	28234	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						14		209	107				154	148	86	3	291	1370		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	0	0	9	0	1	11	59	0	11	0	26	46	40	97	36	0	0						19311		15994	25867				51604	36103	8373	9970	9219	2981		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	0	0	1	1	0	0	22	0	0	0	0	0	1	0	0	0	0						25417		40643	66991				58199	38287	41564	19681	16725	16076		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						5		0	1				1	0	32	36	6	25		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						188		53	9				1	4	2	39	1	45		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3933		5922	7525				749	710	441	804	88	420		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4802	"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ..."	0	0	0	0	0	0	0	332	13	0	0	0	0	166	31	37	0						5443		12770	8061				16345	20498	52471	7075	5701	11549		48569	91218	119243	188617	217845	246876	307201	375759	310981	478982	465724	505251	536321	500338	510765	685819	626187	
